timestamp,machine_id,vibration,acoustic,temperature,current,IMF_1,IMF_2,IMF_3,label
2024-07-01 17:53:00,M01,0.833,0.601,64.1,12.21,0.232,-0.008,-0.032,0
2024-07-01 17:54:00,M01,1.336,0.946,79.52,14.98,0.26,-0.122,-0.032,1
2024-07-01 17:55:00,M01,0.831,0.618,67.75,12.02,0.084,0.091,-0.031,0
2024-07-01 17:56:00,M01,0.806,0.592,66.0,12.27,0.083,0.021,-0.03,0
2024-07-01 17:57:00,M01,0.826,0.624,66.02,12.22,0.247,-0.006,-0.029,0
2024-07-01 17:58:00,M01,0.827,0.588,59.65,12.81,0.209,-0.051,-0.028,0
2024-07-01 17:59:00,M01,0.862,0.596,65.49,10.81,0.091,0.02,-0.028,0
2024-07-01 08:00:00,M02,0.726,0.617,63.28,12.33,0.2,0.055,0.0,0
2024-07-01 08:01:00,M02,0.815,0.589,63.28,11.65,0.092,0.097,0.001,0
2024-07-01 08:02:00,M02,0.865,0.539,64.82,11.79,0.166,-0.101,0.002,0
2024-07-01 08:03:00,M02,0.806,0.595,65.1,11.66,0.12,0.106,0.003,0
2024-07-01 08:04:00,M02,0.842,0.675,66.01,12.19,0.114,-0.131,0.004,0
2024-07-01 08:05:00,M02,0.835,0.587,67.43,12.79,0.199,0.107,0.005,0
2024-07-01 08:06:00,M02,0.676,0.638,66.06,12.67,0.073,0.109,0.006,0
2024-07-01 08:07:00,M02,0.775,0.519,64.11,11.47,0.199,0.047,0.007,0
2024-07-01 08:08:00,M02,0.843,0.644,60.92,12.62,0.202,0.043,0.008,0
2024-07-01 08:09:00,M02,0.794,0.591,66.72,12.6,0.157,-0.008,0.009,0
2024-07-01 08:10:00,M02,0.753,0.561,64.35,11.64,0.189,-0.095,0.01,0
2024-07-01 08:11:00,M02,0.859,0.544,68.63,12.38,0.092,0.005,0.011,0
2024-07-01 08:12:00,M02,0.87,0.597,66.97,12.1,0.254,0.102,0.012,0
2024-07-01 08:13:00,M02,0.75,0.551,66.08,11.77,0.153,0.01,0.013,0
2024-07-01 08:14:00,M02,0.829,0.549,63.54,12.66,0.206,0.078,0.014,0
2024-07-01 08:15:00,M02,0.849,0.523,68.14,12.59,0.16,-0.04,0.015,0
2024-07-01 08:16:00,M02,0.818,0.585,65.07,11.66,0.235,0.045,0.016,0
2024-07-01 08:17:00,M02,0.885,0.551,63.03,11.77,0.255,0.094,0.017,0
2024-07-01 08:18:00,M02,0.801,0.553,66.61,12.49,0.132,0.095,0.018,0
2024-07-01 08:19:00,M02,0.778,0.569,68.84,12.2,0.17,-0.023,0.019,0
2024-07-01 08:20:00,M02,0.762,0.627,68.24,12.27,0.087,0.073,0.019,0
2024-07-01 08:21:00,M02,0.797,0.526,62.64,12.47,0.111,-0.083,0.02,0
2024-07-01 08:22:00,M02,0.766,0.648,63.52,11.99,0.194,0.113,0.021,0
2024-07-01 08:23:00,M02,0.821,0.633,62.51,11.63,0.131,0.018,0.022,0
2024-07-01 08:24:00,M02,0.89,0.615,62.24,11.99,0.255,0.036,0.023,0
2024-07-01 08:25:00,M02,0.694,0.667,64.81,12.94,0.201,-0.022,0.024,0
2024-07-01 08:26:00,M02,0.854,0.598,62.42,12.62,0.225,-0.022,0.025,0
2024-07-01 08:27:00,M02,0.791,0.56,65.1,12.28,0.107,-0.005,0.026,0
2024-07-01 08:28:00,M02,0.73,0.669,63.43,12.11,0.213,0.024,0.027,0
2024-07-01 08:29:00,M02,0.803,0.575,63.16,11.76,0.112,0.062,0.027,0
2024-07-01 08:30:00,M02,0.814,0.528,62.28,12.36,0.229,0.041,0.028,0
2024-07-01 08:31:00,M02,0.807,0.644,64.9,12.5,0.113,0.055,0.029,0
2024-07-01 08:32:00,M02,0.81,0.635,64.05,12.32,0.211,0.069,0.03,0
2024-07-01 08:33:00,M02,0.826,0.653,66.02,12.48,0.125,0.055,0.031,0
2024-07-01 08:34:00,M02,0.798,0.59,68.4,12.14,0.181,0.046,0.031,0
2024-07-01 08:35:00,M02,1.327,0.966,79.36,14.85,0.372,0.116,0.032,1
2024-07-01 08:36:00,M02,0.767,0.555,66.34,11.85,0.223,-0.009,0.033,0
2024-07-01 08:37:00,M02,0.81,0.658,65.4,12.09,0.239,-0.102,0.034,0
2024-07-01 08:38:00,M02,0.852,0.638,69.21,11.62,0.159,-0.037,0.034,0
2024-07-01 08:39:00,M02,0.758,0.594,65.74,11.7,0.139,0.017,0.035,0
2024-07-01 08:40:00,M02,0.813,0.548,66.39,12.32,0.236,-0.008,0.036,0
2024-07-01 08:41:00,M02,0.854,0.564,66.55,13.13,0.13,-0.01,0.037,0
2024-07-01 08:42:00,M02,1.265,1.048,79.52,14.04,0.332,-0.102,0.037,1
2024-07-01 08:43:00,M02,0.81,0.598,67.78,12.13,0.119,-0.023,0.038,0
2024-07-01 08:44:00,M02,0.753,0.652,63.79,12.28,0.109,-0.019,0.039,0
2024-07-01 08:45:00,M02,0.825,0.508,65.66,10.66,0.23,-0.01,0.039,0
2024-07-01 08:46:00,M02,1.129,0.807,79.07,14.57,0.136,0.054,0.04,1
2024-07-01 08:47:00,M02,0.753,0.619,67.11,11.91,0.098,-0.103,0.04,0
2024-07-01 08:48:00,M02,0.758,0.534,66.59,11.69,0.09,0.093,0.041,0
2024-07-01 08:49:00,M02,0.799,0.59,67.43,11.49,0.129,-0.113,0.042,0
2024-07-01 08:50:00,M02,0.761,0.668,67.5,12.61,0.144,-0.079,0.042,0
2024-07-01 08:51:00,M02,0.761,0.647,62.9,11.11,0.149,-0.02,0.043,0
2024-07-01 08:52:00,M02,0.723,0.626,63.36,12.61,0.164,0.099,0.043,0
2024-07-01 08:53:00,M02,0.938,0.548,61.78,11.38,0.125,-0.022,0.044,0
2024-07-01 08:54:00,M02,1.271,0.999,75.55,15.29,0.217,0.027,0.044,1
2024-07-01 08:55:00,M02,0.8,0.481,66.0,11.0,0.206,-0.024,0.045,0
2024-07-01 08:56:00,M02,1.063,0.851,80.0,15.02,0.11,-0.123,0.045,1
2024-07-01 08:57:00,M02,0.796,0.507,65.06,11.37,0.15,-0.066,0.045,0
2024-07-01 08:58:00,M02,0.703,0.651,65.34,12.68,0.207,-0.02,0.046,0
2024-07-01 08:59:00,M02,0.781,0.546,67.46,11.89,0.226,-0.109,0.046,0
2024-07-01 09:00:00,M02,0.796,0.681,66.95,12.13,0.196,0.098,0.047,0
2024-07-01 09:01:00,M02,1.203,0.869,78.33,15.41,0.346,0.125,0.047,1
2024-07-01 09:02:00,M02,0.737,0.634,63.52,12.06,0.188,-0.019,0.047,0
2024-07-01 09:03:00,M02,0.775,0.583,62.7,12.39,0.196,0.021,0.048,0
2024-07-01 09:04:00,M02,0.761,0.566,62.7,12.5,0.157,0.01,0.048,0
2024-07-01 09:05:00,M02,0.873,0.638,62.18,12.7,0.233,0.019,0.048,0
2024-07-01 09:06:00,M02,0.787,0.593,68.54,11.99,0.085,-0.007,0.048,0
2024-07-01 09:07:00,M02,0.852,0.609,64.47,12.56,0.223,-0.069,0.049,0
2024-07-01 09:08:00,M02,0.752,0.549,65.92,12.17,0.174,-0.016,0.049,0
2024-07-01 09:09:00,M02,0.8,0.598,65.74,12.4,0.092,-0.042,0.049,0
2024-07-01 09:10:00,M02,1.181,0.877,76.37,16.35,0.24,0.121,0.049,1
2024-07-01 09:11:00,M02,0.774,0.554,64.21,12.3,0.126,0.064,0.049,0
2024-07-01 09:12:00,M02,0.894,0.535,66.82,12.5,0.256,-0.094,0.05,0
2024-07-01 09:13:00,M02,0.75,0.528,65.51,11.42,0.176,0.06,0.05,0
2024-07-01 09:14:00,M02,0.849,0.533,65.67,12.48,0.247,-0.061,0.05,0
2024-07-01 09:15:00,M02,0.856,0.687,59.98,12.32,0.206,0.005,0.05,0
2024-07-01 09:16:00,M02,0.777,0.548,63.46,12.13,0.18,-0.009,0.05,0
2024-07-01 09:17:00,M02,0.717,0.601,65.34,12.35,0.176,0.04,0.05,0
2024-07-01 09:18:00,M02,0.733,0.574,61.18,12.63,0.2,-0.089,0.05,0
2024-07-01 09:19:00,M02,0.874,0.608,64.84,11.79,0.219,-0.069,0.05,0
2024-07-01 09:20:00,M02,0.824,0.512,61.45,12.8,0.158,-0.07,0.05,0
2024-07-01 09:21:00,M02,0.774,0.671,65.62,11.59,0.109,-0.005,0.05,0
2024-07-01 09:22:00,M02,1.189,0.984,77.03,15.16,0.326,0.042,0.05,1
2024-07-01 09:23:00,M02,0.743,0.593,65.73,11.51,0.114,0.08,0.05,0
2024-07-01 09:24:00,M02,0.79,0.571,65.23,12.19,0.182,-0.086,0.05,0
2024-07-01 09:25:00,M02,0.793,0.625,61.06,11.97,0.23,-0.106,0.05,0
2024-07-01 09:26:00,M02,0.717,0.656,66.99,11.5,0.13,-0.012,0.049,0
2024-07-01 09:27:00,M02,0.817,0.546,62.64,11.36,0.207,0.02,0.049,0
2024-07-01 09:28:00,M02,0.672,0.686,64.85,13.31,0.128,0.131,0.049,0
2024-07-01 09:29:00,M02,0.77,0.619,62.71,11.92,0.124,-0.06,0.049,0
2024-07-01 09:30:00,M02,0.75,0.666,68.07,12.08,0.168,0.036,0.049,0
2024-07-01 09:31:00,M02,0.812,0.585,67.06,12.92,0.168,-0.053,0.048,0
2024-07-01 09:32:00,M02,0.869,0.596,64.86,13.25,0.113,-0.08,0.048,0
2024-07-01 09:33:00,M02,0.769,0.583,64.53,11.24,0.166,-0.019,0.048,0
2024-07-01 09:34:00,M02,0.827,0.513,66.56,12.74,0.12,-0.017,0.048,0
2024-07-01 09:35:00,M02,0.796,0.578,66.05,12.2,0.198,0.049,0.047,0
2024-07-01 09:36:00,M02,0.744,0.693,64.81,11.93,0.099,-0.116,0.047,0
2024-07-01 09:37:00,M02,0.848,0.618,62.27,12.32,0.201,0.108,0.047,0
2024-07-01 09:38:00,M02,1.24,0.941,74.89,15.05,0.163,-0.123,0.046,1
2024-07-01 09:39:00,M02,0.785,0.659,64.93,12.21,0.112,0.111,0.046,0
2024-07-01 09:40:00,M02,0.91,0.551,62.5,12.41,0.102,-0.013,0.045,0
2024-07-01 09:41:00,M02,0.846,0.616,65.77,12.08,0.15,-0.051,0.045,0
2024-07-01 09:42:00,M02,0.856,0.643,67.27,11.41,0.111,-0.112,0.045,0
2024-07-01 09:43:00,M02,1.065,0.978,81.41,14.11,0.247,0.078,0.044,1
2024-07-01 09:44:00,M02,0.749,0.555,64.65,11.45,0.185,0.042,0.044,0
2024-07-01 09:45:00,M02,0.831,0.513,64.08,12.04,0.211,-0.054,0.043,0
2024-07-01 09:46:00,M02,0.743,0.596,67.83,12.43,0.217,0.05,0.043,0
2024-07-01 09:47:00,M02,0.806,0.555,65.06,12.05,0.147,0.035,0.042,0
2024-07-01 09:48:00,M02,0.885,0.622,63.37,12.13,0.263,0.083,0.042,0
2024-07-01 09:49:00,M02,0.755,0.649,62.59,11.94,0.13,-0.107,0.041,0
2024-07-01 09:50:00,M02,0.748,0.582,64.19,12.7,0.126,-0.045,0.04,0
2024-07-01 09:51:00,M02,0.777,0.639,66.19,12.58,0.084,-0.089,0.04,0
2024-07-01 09:52:00,M02,0.878,0.59,67.91,12.22,0.254,0.108,0.039,0
2024-07-01 09:53:00,M02,0.803,0.57,62.7,12.25,0.231,-0.046,0.039,0
2024-07-01 09:54:00,M02,0.796,0.529,62.44,12.71,0.173,0.007,0.038,0
2024-07-01 09:55:00,M02,0.858,0.633,65.86,11.17,0.116,-0.091,0.037,0
2024-07-01 09:56:00,M02,0.744,0.519,65.38,11.67,0.108,0.02,0.037,0
2024-07-01 09:57:00,M02,1.25,0.992,76.84,14.21,0.322,0.11,0.036,1
2024-07-01 09:58:00,M02,0.788,0.651,61.91,11.98,0.204,0.019,0.035,0
2024-07-01 09:59:00,M02,0.726,0.519,60.39,12.22,0.103,-0.098,0.035,0
2024-07-01 10:00:00,M02,1.239,0.799,76.95,15.08,0.125,-0.009,0.034,1
2024-07-01 10:01:00,M02,0.691,0.527,61.79,12.16,0.089,0.105,0.033,0
2024-07-01 10:02:00,M02,0.805,0.669,60.47,11.93,0.163,-0.002,0.032,0
2024-07-01 10:03:00,M02,0.78,0.629,67.96,12.26,0.129,-0.044,0.032,0
2024-07-01 10:04:00,M02,0.891,0.623,63.82,12.22,0.109,-0.116,0.031,0
2024-07-01 10:05:00,M02,0.8,0.681,64.71,12.42,0.097,-0.003,0.03,0
2024-07-01 10:06:00,M02,0.793,0.57,62.83,12.43,0.119,0.04,0.029,0
2024-07-01 10:07:00,M02,0.835,0.665,64.57,12.08,0.128,0.002,0.028,0
2024-07-01 10:08:00,M02,1.277,0.845,77.28,14.76,0.134,-0.075,0.027,1
2024-07-01 10:09:00,M02,0.789,0.644,64.3,12.33,0.138,0.114,0.027,0
2024-07-01 10:10:00,M02,0.787,0.57,65.72,11.84,0.101,0.053,0.026,0
2024-07-01 10:11:00,M02,0.809,0.662,68.88,11.61,0.084,-0.039,0.025,0
2024-07-01 10:12:00,M02,0.778,0.584,65.9,11.97,0.212,0.092,0.024,0
2024-07-01 10:13:00,M02,0.712,0.577,64.31,11.58,0.182,-0.006,0.023,0
2024-07-01 10:14:00,M02,0.859,0.713,63.22,11.47,0.097,-0.128,0.022,0
2024-07-01 10:15:00,M02,0.744,0.561,62.45,11.27,0.167,0.064,0.021,0
2024-07-01 10:16:00,M02,0.721,0.568,66.09,10.91,0.091,0.054,0.02,0
2024-07-01 10:17:00,M02,0.765,0.51,64.15,11.8,0.202,0.096,0.02,0
2024-07-01 10:18:00,M02,0.786,0.588,64.13,11.79,0.191,0.025,0.019,0
2024-07-01 10:19:00,M02,0.706,0.657,66.74,12.48,0.205,-0.067,0.018,0
2024-07-01 10:20:00,M02,0.768,0.555,63.93,11.95,0.137,0.027,0.017,0
2024-07-01 10:21:00,M02,0.831,0.623,67.51,11.96,0.244,-0.092,0.016,0
2024-07-01 10:22:00,M02,0.844,0.531,64.68,11.73,0.231,0.019,0.015,0
2024-07-01 10:23:00,M02,1.308,0.77,72.25,15.06,0.313,0.087,0.014,1
2024-07-01 10:24:00,M02,0.814,0.643,67.42,12.37,0.125,-0.025,0.013,0
2024-07-01 10:25:00,M02,0.827,0.582,62.13,12.39,0.141,0.049,0.012,0
2024-07-01 10:26:00,M02,0.812,0.628,64.66,10.29,0.104,-0.077,0.011,0
2024-07-01 10:27:00,M02,0.879,0.593,66.04,12.68,0.133,-0.114,0.01,0
2024-07-01 10:28:00,M02,0.814,0.634,64.93,11.45,0.135,0.039,0.009,0
2024-07-01 10:29:00,M02,0.803,0.622,64.54,10.85,0.235,0.052,0.008,0
2024-07-01 10:30:00,M02,0.733,0.656,63.58,11.97,0.079,0.046,0.007,0
2024-07-01 10:31:00,M02,1.329,0.953,75.52,14.53,0.393,-0.106,0.006,1
2024-07-01 10:32:00,M02,0.837,0.613,64.48,12.03,0.148,0.095,0.005,0
2024-07-01 10:33:00,M02,0.849,0.561,66.14,12.3,0.197,0.089,0.004,0
2024-07-01 10:34:00,M02,0.837,0.535,66.87,12.01,0.201,-0.035,0.003,0
2024-07-01 10:35:00,M02,0.772,0.563,63.03,12.04,0.131,0.016,0.002,0
2024-07-01 10:36:00,M02,0.796,0.691,65.67,11.91,0.209,0.13,0.001,0
2024-07-01 10:37:00,M02,0.818,0.645,65.81,11.77,0.223,-0.017,0.0,0
2024-07-01 10:38:00,M02,0.813,0.561,61.07,11.79,0.126,0.084,-0.001,0
2024-07-01 10:39:00,M02,0.807,0.572,63.58,12.8,0.15,-0.108,-0.002,0
2024-07-01 10:40:00,M02,0.867,0.601,62.69,10.95,0.227,-0.019,-0.003,0
2024-07-01 10:41:00,M02,0.79,0.574,66.68,11.79,0.227,-0.006,-0.004,0
2024-07-01 10:42:00,M02,0.799,0.596,65.4,12.09,0.132,-0.077,-0.005,0
2024-07-01 10:43:00,M02,0.824,0.645,58.7,11.61,0.143,-0.081,-0.006,0
2024-07-01 10:44:00,M02,0.881,0.62,66.27,12.11,0.145,-0.07,-0.007,0
2024-07-01 10:45:00,M02,1.131,0.871,77.97,14.81,0.138,0.148,-0.008,1
2024-07-01 10:46:00,M02,0.796,0.617,65.86,11.18,0.158,-0.096,-0.009,0
2024-07-01 10:47:00,M02,0.812,0.598,63.27,11.88,0.122,0.084,-0.01,0
2024-07-01 10:48:00,M02,0.806,0.692,64.48,12.49,0.229,0.022,-0.011,0
2024-07-01 10:49:00,M02,0.879,0.575,64.05,12.97,0.095,-0.072,-0.012,0
2024-07-01 10:50:00,M02,0.766,0.669,66.69,11.99,0.185,0.081,-0.013,0
2024-07-01 10:51:00,M02,0.847,0.582,60.25,12.48,0.115,-0.011,-0.014,0
2024-07-01 10:52:00,M02,0.871,0.629,67.44,11.65,0.155,-0.035,-0.015,0
2024-07-01 10:53:00,M02,1.375,0.949,83.9,14.93,0.238,0.154,-0.016,1
2024-07-01 10:54:00,M02,0.754,0.632,62.75,11.81,0.153,-0.023,-0.017,0
2024-07-01 10:55:00,M02,1.214,0.78,79.46,14.91,0.32,0.029,-0.018,1
2024-07-01 10:56:00,M02,0.749,0.597,63.69,12.1,0.182,0.016,-0.018,0
2024-07-01 10:57:00,M02,0.777,0.673,66.05,11.79,0.207,-0.004,-0.019,0
2024-07-01 10:58:00,M02,0.809,0.579,65.53,12.26,0.233,-0.019,-0.02,0
2024-07-01 10:59:00,M02,0.808,0.57,65.17,12.13,0.22,0.098,-0.021,0
2024-07-01 11:00:00,M02,0.736,0.594,60.85,12.19,0.078,0.005,-0.022,0
2024-07-01 11:01:00,M02,0.891,0.576,62.73,12.29,0.119,-0.007,-0.023,0
2024-07-01 11:02:00,M02,0.791,0.615,63.52,12.02,0.225,0.101,-0.024,0
2024-07-01 11:03:00,M02,0.833,0.542,65.11,13.08,0.19,-0.052,-0.025,0
2024-07-01 11:04:00,M02,0.812,0.58,67.07,11.0,0.22,-0.01,-0.026,0
2024-07-01 11:05:00,M02,0.891,0.567,64.71,12.07,0.152,0.038,-0.026,0
2024-07-01 11:06:00,M02,0.76,0.663,65.84,12.2,0.216,-0.046,-0.027,0
2024-07-01 11:07:00,M02,0.776,0.616,64.1,11.43,0.111,0.09,-0.028,0
2024-07-01 11:08:00,M02,0.791,0.543,65.73,12.4,0.128,0.061,-0.029,0
2024-07-01 11:09:00,M02,0.833,0.505,65.01,11.83,0.13,0.03,-0.03,0
2024-07-01 11:10:00,M02,0.826,0.554,64.15,12.21,0.218,-0.07,-0.031,0
2024-07-01 11:11:00,M02,0.823,0.643,68.88,12.09,0.092,-0.112,-0.031,0
2024-07-01 11:12:00,M02,0.798,0.489,65.51,12.56,0.219,-0.014,-0.032,0
2024-07-01 11:13:00,M02,0.796,0.648,66.1,12.45,0.098,0.06,-0.033,0
2024-07-01 11:14:00,M02,0.818,0.505,63.07,12.1,0.199,0.075,-0.034,0
2024-07-01 11:15:00,M02,0.786,0.633,67.26,12.0,0.132,-0.082,-0.034,0
2024-07-01 11:16:00,M02,0.804,0.564,67.68,11.34,0.19,0.021,-0.035,0
2024-07-01 11:17:00,M02,0.704,0.585,65.34,11.96,0.144,0.071,-0.036,0
2024-07-01 11:18:00,M02,0.724,0.606,66.16,11.99,0.213,0.039,-0.037,0
2024-07-01 11:19:00,M02,0.733,0.507,65.42,11.61,0.131,-0.054,-0.037,0
2024-07-01 11:20:00,M02,0.779,0.565,69.5,11.19,0.098,0.068,-0.038,0
2024-07-01 11:21:00,M02,0.815,0.542,68.63,11.19,0.204,-0.102,-0.038,0
2024-07-01 11:22:00,M02,0.769,0.608,65.47,12.27,0.201,0.022,-0.039,0
2024-07-01 11:23:00,M02,0.759,0.669,64.53,12.34,0.076,0.029,-0.04,0
2024-07-01 11:24:00,M02,0.743,0.695,64.64,12.45,0.075,-0.006,-0.04,0
2024-07-01 11:25:00,M02,0.831,0.591,64.78,12.21,0.193,0.042,-0.041,0
2024-07-01 11:26:00,M02,0.78,0.603,63.53,12.27,0.199,0.018,-0.041,0
2024-07-01 11:27:00,M02,0.761,0.61,63.74,11.54,0.111,0.059,-0.042,0
2024-07-01 11:28:00,M02,0.77,0.683,62.45,11.51,0.196,0.103,-0.043,0
2024-07-01 11:29:00,M02,0.752,0.646,59.83,12.93,0.116,-0.098,-0.043,0
2024-07-01 11:30:00,M02,1.147,0.899,79.22,15.79,0.138,0.177,-0.044,1
2024-07-01 11:31:00,M02,0.863,0.619,63.02,10.7,0.231,-0.113,-0.044,0
2024-07-01 11:32:00,M02,0.772,0.63,67.71,11.77,0.156,0.108,-0.045,0
2024-07-01 11:33:00,M02,0.781,0.567,62.63,12.01,0.172,0.072,-0.045,0
2024-07-01 11:34:00,M02,0.799,0.571,65.65,11.15,0.142,-0.027,-0.045,0
2024-07-01 11:35:00,M02,0.725,0.572,63.33,11.97,0.16,0.014,-0.046,0
2024-07-01 11:36:00,M02,0.841,0.595,61.36,12.27,0.21,-0.013,-0.046,0
2024-07-01 11:37:00,M02,0.814,0.587,68.93,11.61,0.221,0.011,-0.047,0
2024-07-01 11:38:00,M02,0.801,0.593,66.96,12.38,0.182,-0.093,-0.047,0
2024-07-01 11:39:00,M02,0.784,0.501,68.85,12.31,0.167,0.007,-0.047,0
2024-07-01 11:40:00,M02,0.81,0.446,61.96,12.25,0.133,0.019,-0.048,0
2024-07-01 11:41:00,M02,0.813,0.628,61.66,11.87,0.21,-0.04,-0.048,0
2024-07-01 11:42:00,M02,0.766,0.649,67.43,12.3,0.148,-0.12,-0.048,0
2024-07-01 11:43:00,M02,0.784,0.579,64.5,11.92,0.233,-0.07,-0.048,0
2024-07-01 11:44:00,M02,0.865,0.598,65.09,12.51,0.227,-0.082,-0.049,0
2024-07-01 11:45:00,M02,1.253,0.856,83.73,14.05,0.143,0.133,-0.049,1
2024-07-01 11:46:00,M02,0.867,0.59,65.23,11.18,0.257,0.004,-0.049,0
2024-07-01 11:47:00,M02,0.719,0.56,63.25,11.72,0.111,-0.001,-0.049,0
2024-07-01 11:48:00,M02,1.128,0.941,79.29,16.14,0.218,-0.001,-0.049,1
2024-07-01 11:49:00,M02,0.852,0.658,61.06,12.79,0.194,-0.109,-0.05,0
2024-07-01 11:50:00,M02,1.279,0.845,76.71,14.21,0.223,0.018,-0.05,1
2024-07-01 11:51:00,M02,1.185,0.832,79.9,15.11,0.225,-0.047,-0.05,1
2024-07-01 11:52:00,M02,0.77,0.558,62.93,11.75,0.225,-0.053,-0.05,0
2024-07-01 11:53:00,M02,0.7,0.562,65.68,11.82,0.149,-0.04,-0.05,0
2024-07-01 11:54:00,M02,0.757,0.668,66.53,11.21,0.203,0.053,-0.05,0
2024-07-01 11:55:00,M02,0.8,0.661,61.31,11.7,0.238,0.055,-0.05,0
2024-07-01 11:56:00,M02,0.893,0.641,65.92,12.13,0.161,-0.029,-0.05,0
2024-07-01 11:57:00,M02,0.825,0.595,64.12,12.13,0.227,-0.024,-0.05,0
2024-07-01 11:58:00,M02,0.808,0.641,65.46,12.41,0.24,0.091,-0.05,0
2024-07-01 11:59:00,M02,0.772,0.666,62.98,12.44,0.193,0.05,-0.05,0
2024-07-01 12:00:00,M02,0.775,0.664,65.59,12.49,0.192,0.032,-0.05,0
2024-07-01 12:01:00,M02,0.778,0.557,66.24,12.21,0.184,0.083,-0.05,0
2024-07-01 12:02:00,M02,0.848,0.605,61.57,12.45,0.116,0.036,-0.05,0
2024-07-01 12:03:00,M02,0.696,0.54,60.71,11.43,0.084,-0.051,-0.049,0
2024-07-01 12:04:00,M02,0.776,0.627,60.86,11.36,0.206,-0.058,-0.049,0
2024-07-01 12:05:00,M02,1.113,0.98,78.68,13.57,0.286,-0.055,-0.049,1
2024-07-01 12:06:00,M02,0.854,0.554,64.27,12.56,0.189,0.083,-0.049,0
2024-07-01 12:07:00,M02,1.07,0.829,78.67,14.81,0.127,-0.147,-0.049,1
2024-07-01 12:08:00,M02,0.843,0.516,68.88,11.13,0.182,0.027,-0.048,0
2024-07-01 12:09:00,M02,0.866,0.633,61.73,11.44,0.207,0.05,-0.048,0
2024-07-01 12:10:00,M02,0.732,0.574,66.84,11.48,0.205,-0.026,-0.048,0
2024-07-01 12:11:00,M02,1.124,0.954,77.99,14.97,0.148,0.181,-0.048,1
2024-07-01 12:12:00,M02,0.792,0.659,65.72,12.51,0.216,-0.038,-0.047,0
2024-07-01 12:13:00,M02,0.846,0.611,66.47,13.2,0.088,0.064,-0.047,0
2024-07-01 12:14:00,M02,0.785,0.601,69.54,12.21,0.095,-0.032,-0.047,0
2024-07-01 12:15:00,M02,0.819,0.553,67.34,11.5,0.133,-0.028,-0.046,0
2024-07-01 12:16:00,M02,0.78,0.768,66.52,11.81,0.173,-0.055,-0.046,0
2024-07-01 12:17:00,M02,0.748,0.576,66.01,12.5,0.168,0.016,-0.045,0
2024-07-01 12:18:00,M02,1.211,0.924,76.14,16.59,0.166,0.031,-0.045,1
2024-07-01 12:19:00,M02,0.704,0.622,62.0,12.35,0.113,0.071,-0.045,0
2024-07-01 12:20:00,M02,0.78,0.65,63.08,11.68,0.156,0.04,-0.044,0
2024-07-01 12:21:00,M02,0.794,0.72,65.3,12.53,0.086,-0.076,-0.044,0
2024-07-01 12:22:00,M02,0.782,0.56,61.95,11.6,0.144,0.016,-0.043,0
2024-07-01 12:23:00,M02,0.82,0.657,64.47,11.73,0.145,-0.076,-0.043,0
2024-07-01 12:24:00,M02,0.776,0.602,65.51,11.87,0.223,0.031,-0.042,0
2024-07-01 12:25:00,M02,1.181,0.819,74.11,14.08,0.337,0.077,-0.042,1
2024-07-01 12:26:00,M02,0.82,0.517,67.13,11.82,0.244,-0.056,-0.041,0
2024-07-01 12:27:00,M02,0.85,0.592,64.79,12.43,0.113,0.009,-0.04,0
2024-07-01 12:28:00,M02,0.797,0.594,65.71,11.5,0.202,0.038,-0.04,0
2024-07-01 12:29:00,M02,0.879,0.659,62.73,12.32,0.1,0.031,-0.039,0
2024-07-01 12:30:00,M02,0.824,0.674,64.37,11.08,0.138,0.114,-0.039,0
2024-07-01 12:31:00,M02,0.77,0.611,63.22,12.45,0.179,0.08,-0.038,0
2024-07-01 12:32:00,M02,0.77,0.587,64.78,12.34,0.146,-0.099,-0.037,0
2024-07-01 12:33:00,M02,0.87,0.565,63.49,12.2,0.138,-0.089,-0.037,0
2024-07-01 12:34:00,M02,0.724,0.572,64.19,12.57,0.148,-0.008,-0.036,0
2024-07-01 12:35:00,M02,0.793,0.544,62.19,12.68,0.166,0.051,-0.035,0
2024-07-01 12:36:00,M02,0.717,0.663,65.61,12.23,0.214,0.05,-0.035,0
2024-07-01 12:37:00,M02,0.8,0.547,67.54,11.23,0.12,-0.069,-0.034,0
2024-07-01 12:38:00,M02,0.833,0.556,63.07,11.99,0.107,0.095,-0.033,0
2024-07-01 12:39:00,M02,0.807,0.549,61.6,12.04,0.224,0.051,-0.032,0
2024-07-01 12:40:00,M02,0.785,0.666,65.59,11.97,0.154,0.095,-0.032,0
2024-07-01 12:41:00,M02,1.211,0.839,78.89,16.48,0.19,-0.157,-0.031,1
2024-07-01 12:42:00,M02,0.865,0.697,62.85,11.6,0.134,-0.048,-0.03,0
2024-07-01 12:43:00,M02,0.823,0.522,67.09,11.8,0.193,-0.006,-0.029,0
2024-07-01 12:44:00,M02,0.834,0.631,65.98,11.49,0.133,0.028,-0.028,0
2024-07-01 12:45:00,M02,0.753,0.676,63.38,11.65,0.101,0.078,-0.028,0
2024-07-01 12:46:00,M02,0.843,0.622,65.26,11.57,0.143,0.027,-0.027,0
2024-07-01 12:47:00,M02,0.808,0.464,67.21,11.94,0.193,0.003,-0.026,0
2024-07-01 12:48:00,M02,0.808,0.602,61.78,12.24,0.12,-0.113,-0.025,0
2024-07-01 12:49:00,M02,0.788,0.607,59.56,11.3,0.179,0.117,-0.024,0
